-foptimize-sibling-calls,-freorder-blocks-algorithm=stc,-ftree-pre,-fschedule-insns2,-fexpensive-optimizations,-fvect-cost-model,-ffinite-loops,-floop-unroll-and-jam,-flra-remat,-fvect-cost-model=dynamic,time
0,1,1,1,1,0,0,1,1,1,0.0466625
0,1,1,1,1,0,1,0,0,0,0.04677777777777778
0,1,1,1,1,0,1,0,0,1,0.0469875
0,1,1,1,1,0,1,0,1,0,0.04669444444444445
0,1,1,1,1,0,1,0,1,1,0.04671875
0,1,1,1,1,0,1,1,0,0,0.04661111111111111
0,1,1,1,1,0,1,1,0,1,0.046299999999999994
0,1,1,1,1,0,1,1,1,0,0.0468375
0,1,1,1,1,0,1,1,1,1,0.04676388888888889
0,1,1,1,1,1,0,0,0,0,0.047037499999999996
0,1,1,1,1,1,0,0,0,1,0.04652777777777778
0,1,1,1,1,1,0,0,1,0,0.04678125
0,1,1,1,1,1,0,0,1,1,0.0469
0,1,1,1,1,1,0,1,0,0,0.04675
0,1,1,1,1,1,0,1,0,1,0.0469375
0,1,1,1,1,1,0,1,1,0,0.04677777777777778
0,1,1,1,1,1,0,1,1,1,0.046625
0,1,1,1,1,1,1,0,0,0,0.046875
0,1,1,1,1,1,1,0,0,1,0.046375
0,1,1,1,1,1,1,0,1,0,0.04658333333333334
0,1,1,1,1,1,1,0,1,1,0.0468125
0,1,1,1,1,1,1,1,0,0,0.04683333333333333
0,1,1,1,1,1,1,1,0,1,0.046825000000000006
0,1,1,1,1,1,1,1,1,0,0.047
0,1,1,1,1,1,1,1,1,1,0.04668055555555555
1,0,0,0,0,0,0,0,0,0,0.04575
1,0,0,0,0,0,0,0,0,1,0.04602777777777778
1,0,0,0,0,0,0,0,1,0,0.0457625
1,0,0,0,0,0,0,0,1,1,0.04569444444444445
1,0,0,0,0,0,0,1,0,0,0.04593055555555556
1,0,0,0,0,0,0,1,0,1,0.04590277777777778
1,0,0,0,0,0,0,1,1,0,0.045703125
1,0,0,0,0,0,0,1,1,1,0.04563888888888889
1,0,0,0,0,0,1,0,0,0,0.0457125
1,0,0,0,0,0,1,0,0,1,0.04571875
1,0,0,0,0,0,1,0,1,0,0.04584722222222223
1,0,0,0,0,0,1,0,1,1,0.04586111111111111
1,0,0,0,0,0,1,1,0,0,0.045875
1,0,0,0,0,0,1,1,0,1,0.04601388888888888
1,0,0,0,0,0,1,1,1,0,0.04576388888888889
1,0,0,0,0,0,1,1,1,1,0.04597222222222222
1,0,0,0,0,1,0,0,0,0,0.04588888888888889
1,0,0,0,0,1,0,0,0,1,0.0458
1,0,0,0,0,1,0,0,1,0,0.04551388888888889
1,0,0,0,0,1,0,0,1,1,0.04563888888888889
1,0,0,0,0,1,0,1,0,0,0.04594444444444444
1,0,0,0,0,1,0,1,0,1,0.04591666666666667
1,0,0,0,0,1,0,1,1,0,0.04618055555555556
1,0,0,0,0,1,0,1,1,1,0.04601388888888889
1,0,0,0,0,1,1,0,0,0,0.04605555555555555
1,0,0,0,0,1,1,0,0,1,0.045899999999999996
1,0,0,0,0,1,1,0,1,0,0.0459
1,0,0,0,0,1,1,0,1,1,0.04585
1,0,0,0,0,1,1,1,0,0,0.04565277777777778
1,0,0,0,0,1,1,1,0,1,0.04559722222222222
1,0,0,0,0,1,1,1,1,0,0.045984375
1,0,0,0,0,1,1,1,1,1,0.045799999999999993
1,0,0,0,1,0,0,0,0,0,0.04843055555555556
1,0,0,0,1,0,0,0,0,1,0.04845833333333334
1,0,0,0,1,0,0,0,1,0,0.048513888888888884
1,0,0,0,1,0,0,0,1,1,0.048406250000000005
1,0,0,0,1,0,0,1,0,0,0.04833333333333334
1,0,0,0,1,0,0,1,0,1,0.04836111111111111
1,0,0,0,1,0,0,1,1,0,0.04834722222222222
1,0,0,0,1,0,0,1,1,1,0.04851388888888889
1,0,0,0,1,0,1,0,0,0,0.04848611111111112
1,0,0,0,1,0,1,0,0,1,0.04843055555555556
1,0,0,0,1,0,1,0,1,0,0.048390625
1,0,0,0,1,0,1,0,1,1,0.0484375
1,0,0,0,1,0,1,1,0,0,0.048486111111111105
1,0,0,0,1,0,1,1,0,1,0.04825
1,0,0,0,1,0,1,1,1,0,0.0483125
1,0,0,0,1,0,1,1,1,1,0.04833333333333333
1,0,0,0,1,1,0,0,0,0,0.048362499999999996
1,0,0,0,1,1,0,0,0,1,0.04829166666666667
1,0,0,0,1,1,0,0,1,0,0.04827777777777778
1,0,0,0,1,1,0,0,1,1,0.04831944444444444
1,0,0,0,1,1,0,1,0,0,0.04839062500000001
1,0,0,0,1,1,0,1,0,1,0.0484375
1,0,0,0,1,1,0,1,1,0,0.048337500000000005
1,0,0,0,1,1,0,1,1,1,0.04847222222222222
1,0,0,0,1,1,1,0,0,0,0.04841666666666666
1,0,0,0,1,1,1,0,0,1,0.04829166666666667
1,0,0,0,1,1,1,0,1,0,0.04851388888888889
1,0,0,0,1,1,1,0,1,1,0.04829166666666667
1,0,0,0,1,1,1,1,0,0,0.04819444444444444
1,0,0,0,1,1,1,1,0,1,0.048546875
1,0,0,0,1,1,1,1,1,0,0.04837500000000001
1,0,0,0,1,1,1,1,1,1,0.04836111111111111
1,0,0,1,0,0,0,0,0,0,0.0438875
1,0,0,1,0,0,0,0,0,1,0.044012499999999996
1,0,0,1,0,0,0,0,1,0,0.043875
1,0,0,1,0,0,0,0,1,1,0.04359375
1,0,0,1,0,0,0,1,0,0,0.043875
1,0,0,1,0,0,0,1,0,1,0.04387499999999999
1,0,0,1,0,0,0,1,1,0,0.044212499999999995
1,0,0,1,0,0,0,1,1,1,0.043958333333333335
1,0,0,1,0,0,1,0,0,0,0.04397222222222222
1,0,0,1,0,0,1,0,0,1,0.04384722222222222
1,0,0,1,0,0,1,0,1,0,0.04394642857142857
1,0,0,1,0,0,1,0,1,1,0.04394444444444444
1,0,0,1,0,0,1,1,0,0,0.043828124999999996
1,0,0,1,0,0,1,1,0,1,0.04395833333333333
1,0,0,1,0,0,1,1,1,0,0.04376388888888889
1,0,0,1,0,0,1,1,1,1,0.04396875
1,0,0,1,0,1,0,0,0,0,0.043921875
1,0,0,1,0,1,0,0,0,1,0.043859375
1,0,0,1,0,1,0,0,1,0,0.04394444444444444
1,0,0,1,0,1,0,0,1,1,0.0438611111111111
1,0,0,1,0,1,0,1,0,0,0.04390277777777778
1,0,0,1,0,1,0,1,0,1,0.0439861111111111
1,0,0,1,0,1,0,1,1,0,0.044000000000000004
1,0,0,1,0,1,0,1,1,1,0.043906249999999994
1,0,0,1,0,1,1,0,0,0,0.0439861111111111
1,0,0,1,0,1,1,0,0,1,0.043899999999999995
1,0,0,1,0,1,1,0,1,0,0.04397222222222222
1,0,0,1,0,1,1,0,1,1,0.044
1,0,0,1,0,1,1,1,0,0,0.04416666666666666
1,0,0,1,0,1,1,1,0,1,0.04397222222222222
1,0,0,1,0,1,1,1,1,0,0.04405555555555555
1,0,0,1,0,1,1,1,1,1,0.043953124999999996
1,0,0,1,1,0,0,0,0,0,0.04888750000000001
1,0,0,1,1,0,0,0,0,1,0.0489375
1,0,0,1,1,0,0,0,1,0,0.049049999999999996
1,0,0,1,1,0,0,0,1,1,0.04895833333333333
1,0,0,1,1,0,0,1,0,0,0.04869444444444445
1,0,0,1,1,0,0,1,0,1,0.049112499999999996
1,0,0,1,1,0,0,1,1,0,0.048962500000000006
1,0,0,1,1,0,0,1,1,1,0.04848611111111112
1,0,0,1,1,0,1,0,0,0,0.04863888888888889
1,0,0,1,1,0,1,0,0,1,0.048234374999999996
1,0,0,1,1,0,1,0,1,0,0.049025
1,0,0,1,1,0,1,0,1,1,0.049124999999999995
1,0,0,1,1,0,1,1,0,0,0.04873611111111112
1,0,0,1,1,0,1,1,0,1,0.049037500000000005
1,0,0,1,1,0,1,1,1,0,0.04825
1,0,0,1,1,0,1,1,1,1,0.049087500000000006
1,0,0,1,1,1,0,0,0,0,0.04866666666666667
1,0,0,1,1,1,0,0,0,1,0.04859722222222222
1,0,0,1,1,1,0,0,1,0,0.048359375
1,0,0,1,1,1,0,0,1,1,0.04919444444444444
1,0,0,1,1,1,0,1,0,0,0.048875
1,0,0,1,1,1,0,1,0,1,0.04830555555555556
1,0,0,1,1,1,0,1,1,0,0.048916666666666664
1,0,0,1,1,1,0,1,1,1,0.04922222222222222
1,0,0,1,1,1,1,0,0,0,0.0488375
1,0,0,1,1,1,1,0,0,1,0.0489375
1,0,0,1,1,1,1,0,1,0,0.04877777777777778
1,0,0,1,1,1,1,0,1,1,0.0490375
1,0,0,1,1,1,1,1,0,0,0.048666666666666664
1,0,0,1,1,1,1,1,0,1,0.04852777777777778
1,0,0,1,1,1,1,1,1,0,0.049025
1,0,0,1,1,1,1,1,1,1,0.04856944444444444
1,0,1,0,0,0,0,0,0,0,0.041902777777777775
1,0,1,0,0,0,0,0,0,1,0.04200000000000001
1,0,1,0,0,0,0,0,1,0,0.041777777777777775
1,0,1,0,0,0,0,0,1,1,0.041944444444444444
1,0,1,0,0,0,0,1,0,0,0.0417625
1,0,1,0,0,0,0,1,0,1,0.04175
1,0,1,0,0,0,0,1,1,0,0.04184722222222222
1,0,1,0,0,0,0,1,1,1,0.041833333333333333
1,0,1,0,0,0,1,0,0,0,0.04173611111111111
1,0,1,0,0,0,1,0,0,1,0.041875
1,0,1,0,0,0,1,0,1,0,0.041833333333333333
1,0,1,0,0,0,1,0,1,1,0.04158333333333333
1,0,1,0,0,0,1,1,0,0,0.041781250000000006
1,0,1,0,0,0,1,1,0,1,0.041984375000000004
1,0,1,0,0,0,1,1,1,0,0.04180555555555556
1,0,1,0,0,0,1,1,1,1,0.04177777777777778
1,0,1,0,0,1,0,0,0,0,0.04202777777777778
1,0,1,0,0,1,0,0,0,1,0.042013888888888885
1,0,1,0,0,1,0,0,1,0,0.041984375000000004
1,0,1,0,0,1,0,0,1,1,0.041805555555555554
1,0,1,0,0,1,0,1,0,0,0.041624999999999995
1,0,1,0,0,1,0,1,0,1,0.04188888888888889
1,0,1,0,0,1,0,1,1,0,0.04188888888888889
1,0,1,0,0,1,0,1,1,1,0.041775
1,0,1,0,0,1,1,0,0,0,0.041562499999999995
1,0,1,0,0,1,1,0,0,1,0.04163888888888889
1,0,1,0,0,1,1,0,1,0,0.04173611111111111
1,0,1,0,0,1,1,0,1,1,0.04188888888888889
1,0,1,0,0,1,1,1,0,0,0.04209375
1,0,1,0,0,1,1,1,0,1,0.041930555555555554
1,0,1,0,0,1,1,1,1,0,0.04180555555555556
1,0,1,0,0,1,1,1,1,1,0.04197222222222223
1,0,1,0,1,0,0,0,0,0,0.04022222222222222
1,0,1,0,1,0,0,0,0,1,0.04025
1,0,1,0,1,0,0,0,1,0,0.04045833333333333
1,0,1,0,1,0,0,0,1,1,0.040350000000000004
1,0,1,0,1,0,0,1,0,0,0.0403625
1,0,1,0,1,0,0,1,0,1,0.04023611111111111
1,0,1,0,1,0,0,1,1,0,0.040125
1,0,1,0,1,0,0,1,1,1,0.04031250000000001
1,0,1,0,1,0,1,0,0,0,0.04027777777777778
1,0,1,0,1,0,1,0,0,1,0.04019444444444445
1,0,1,0,1,0,1,0,1,0,0.040343750000000005
1,0,1,0,1,0,1,0,1,1,0.04018055555555556
1,0,1,0,1,0,1,1,0,0,0.04019444444444445
1,0,1,0,1,0,1,1,0,1,0.0402638888888889
1,0,1,0,1,0,1,1,1,0,0.040375
1,0,1,0,1,0,1,1,1,1,0.040328125000000006
1,0,1,0,1,1,0,0,0,0,0.040031250000000004
1,0,1,0,1,1,0,0,0,1,0.0403875
1,0,1,0,1,1,0,0,1,0,0.040531250000000005
1,0,1,0,1,1,0,0,1,1,0.04018055555555556
1,0,1,0,1,1,0,1,0,0,0.040175
1,0,1,0,1,1,0,1,0,1,0.04029166666666667
1,0,1,0,1,1,0,1,1,0,0.040275
1,0,1,0,1,1,0,1,1,1,0.040265625
1,0,1,0,1,1,1,0,0,0,0.04030555555555556
1,0,1,0,1,1,1,0,0,1,0.04012500000000001
1,0,1,0,1,1,1,0,1,0,0.04005555555555555
1,0,1,0,1,1,1,0,1,1,0.040453125
1,0,1,0,1,1,1,1,0,0,0.040275
1,0,1,0,1,1,1,1,0,1,0.04
1,0,1,0,1,1,1,1,1,0,0.04005555555555556
1,0,1,0,1,1,1,1,1,1,0.04009722222222222
1,0,1,1,0,0,0,0,0,0,0.04088888888888889
1,0,1,1,0,0,0,0,0,1,0.041055555555555553
1,0,1,1,0,0,0,0,1,0,0.04088750000000001
1,0,1,1,0,0,0,0,1,1,0.040775
1,0,1,1,0,0,0,1,0,0,0.040737499999999996
1,0,1,1,0,0,0,1,0,1,0.0407375
1,0,1,1,0,0,0,1,1,0,0.0407625
1,0,1,1,0,0,0,1,1,1,0.040777777777777774
1,0,1,1,0,0,1,0,0,0,0.04075
1,0,1,1,0,0,1,0,0,1,0.04068055555555555
1,0,1,1,0,0,1,0,1,0,0.040652777777777774
1,0,1,1,0,0,1,0,1,1,0.04061250000000001
1,0,1,1,0,0,1,1,0,0,0.0407638888888889
1,0,1,1,0,0,1,1,0,1,0.04065277777777778
1,0,1,1,0,0,1,1,1,0,0.04061111111111111
1,0,1,1,0,0,1,1,1,1,0.04069444444444445
1,0,1,1,0,1,0,0,0,0,0.04087500000000001
1,0,1,1,0,1,0,0,0,1,0.04079166666666667
1,0,1,1,0,1,0,0,1,0,0.040763888888888884
1,0,1,1,0,1,0,0,1,1,0.040675
1,0,1,1,0,1,0,1,0,0,0.040787500000000004
1,0,1,1,0,1,0,1,0,1,0.0407875
1,0,1,1,0,1,0,1,1,0,0.04107500000000001
1,0,1,1,0,1,0,1,1,1,0.04097222222222222
1,0,1,1,0,1,1,0,0,0,0.04084375
1,0,1,1,0,1,1,0,0,1,0.04088888888888889
1,0,1,1,0,1,1,0,1,0,0.04095833333333333
1,0,1,1,0,1,1,0,1,1,0.040624999999999994
1,0,1,1,0,1,1,1,0,0,0.040819444444444436
1,0,1,1,0,1,1,1,0,1,0.04077777777777778
1,0,1,1,0,1,1,1,1,0,0.040624999999999994
1,0,1,1,0,1,1,1,1,1,0.040725
1,0,1,1,1,0,0,0,0,0,0.04095
1,0,1,1,1,0,0,0,0,1,0.041765625
1,0,1,1,1,0,0,0,1,0,0.04083333333333333
1,0,1,1,1,0,0,0,1,1,0.04061111111111111
1,0,1,1,1,0,0,1,0,0,0.04085
1,0,1,1,1,0,0,1,0,1,0.0412
1,0,1,1,1,0,0,1,1,0,0.040203125000000006
1,0,1,1,1,0,0,1,1,1,0.041124999999999995
1,0,1,1,1,0,1,0,0,0,0.040791666666666664
1,0,1,1,1,0,1,0,0,1,0.040825
1,0,1,1,1,0,1,0,1,0,0.04101249999999999
1,0,1,1,1,0,1,0,1,1,0.041166666666666664
1,0,1,1,1,0,1,1,0,0,0.04116666666666667
1,0,1,1,1,0,1,1,0,1,0.040925
1,0,1,1,1,0,1,1,1,0,0.04048611111111111
1,0,1,1,1,0,1,1,1,1,0.04069444444444445
1,0,1,1,1,1,0,0,0,0,0.04119444444444445
1,0,1,1,1,1,0,0,0,1,0.040912500000000004
1,0,1,1,1,1,0,0,1,0,0.04152777777777778
1,0,1,1,1,1,0,0,1,1,0.041112499999999996
1,0,1,1,1,1,0,1,0,0,0.041025
1,0,1,1,1,1,0,1,0,1,0.041150000000000006
1,0,1,1,1,1,0,1,1,0,0.04081944444444444
1,0,1,1,1,1,0,1,1,1,0.04075
1,0,1,1,1,1,1,0,0,0,0.0410625
1,0,1,1,1,1,1,0,0,1,0.04088750000000001
1,0,1,1,1,1,1,0,1,0,0.040775000000000006
1,0,1,1,1,1,1,0,1,1,0.041175
1,0,1,1,1,1,1,1,0,0,0.04068055555555555
1,0,1,1,1,1,1,1,0,1,0.04083333333333333
1,0,1,1,1,1,1,1,1,0,0.04095000000000001
1,0,1,1,1,1,1,1,1,1,0.0406875
1,1,0,0,0,0,0,0,0,0,0.046287499999999995
1,1,0,0,0,0,0,0,0,1,0.04606944444444445
1,1,0,0,0,0,0,0,1,0,0.046150000000000004
1,1,0,0,0,0,0,0,1,1,0.04611111111111112
1,1,0,0,0,0,0,1,0,0,0.04597222222222222
1,1,0,0,0,0,0,1,0,1,0.04621875
1,1,0,0,0,0,0,1,1,0,0.04634375
1,1,0,0,0,0,0,1,1,1,0.04641666666666666
1,1,0,0,0,0,1,0,0,0,0.04616666666666666
1,1,0,0,0,0,1,0,0,1,0.046203125
1,1,0,0,0,0,1,0,1,0,0.04629166666666667
1,1,0,0,0,0,1,0,1,1,0.0462375
1,1,0,0,0,0,1,1,0,0,0.046412499999999995
1,1,0,0,0,0,1,1,0,1,0.0462625
1,1,0,0,0,0,1,1,1,0,0.0461625
1,1,0,0,0,0,1,1,1,1,0.04611111111111111
1,1,0,0,0,1,0,0,0,0,0.04606944444444444
1,1,0,0,0,1,0,0,0,1,0.04625
1,1,0,0,0,1,0,0,1,0,0.046125
1,1,0,0,0,1,0,0,1,1,0.04619444444444445
1,1,0,0,0,1,0,1,0,0,0.04615277777777778
1,1,0,0,0,1,0,1,0,1,0.04598611111111111
1,1,0,0,0,1,0,1,1,0,0.04601388888888889
1,1,0,0,0,1,0,1,1,1,0.04638888888888889
1,1,0,0,0,1,1,0,0,0,0.046078125
1,1,0,0,0,1,1,0,0,1,0.04629166666666667
1,1,0,0,0,1,1,0,1,0,0.046263888888888896
1,1,0,0,0,1,1,0,1,1,0.04616666666666667
1,1,0,0,0,1,1,1,0,0,0.04613888888888889
1,1,0,0,0,1,1,1,0,1,0.046263888888888896
1,1,0,0,0,1,1,1,1,0,0.0462375
1,1,0,0,0,1,1,1,1,1,0.04618055555555556
1,1,0,0,1,0,0,0,0,0,0.04263888888888889
1,1,0,0,1,0,0,0,0,1,0.04248611111111111
1,1,0,0,1,0,0,0,1,0,0.0425625
1,1,0,0,1,0,0,0,1,1,0.042458333333333334
1,1,0,0,1,0,0,1,0,0,0.0424625
1,1,0,0,1,0,0,1,0,1,0.04254166666666667
1,1,0,0,1,0,0,1,1,0,0.042609375000000005
1,1,0,0,1,0,0,1,1,1,0.042421875
1,1,0,0,1,0,1,0,0,0,0.04256944444444445
1,1,0,0,1,0,1,0,0,1,0.0425625
1,1,0,0,1,0,1,0,1,0,0.04254166666666667
1,1,0,0,1,0,1,0,1,1,0.04263888888888889
1,1,0,0,1,0,1,1,0,0,0.04251388888888889
1,1,0,0,1,0,1,1,0,1,0.042550000000000004
1,1,0,0,1,0,1,1,1,0,0.042777777777777776
1,1,0,0,1,0,1,1,1,1,0.04275
1,1,0,0,1,1,0,0,0,0,0.042736111111111114
1,1,0,0,1,1,0,0,0,1,0.04265625000000001
1,1,0,0,1,1,0,0,1,0,0.04253125000000001
1,1,0,0,1,1,0,0,1,1,0.0427
1,1,0,0,1,1,0,1,0,0,0.042819444444444445
1,1,0,0,1,1,0,1,0,1,0.0425875
1,1,0,0,1,1,0,1,1,0,0.04265277777777778
1,1,0,0,1,1,0,1,1,1,0.04247222222222222
1,1,0,0,1,1,1,0,0,0,0.0425
1,1,0,0,1,1,1,0,0,1,0.0426875
1,1,0,0,1,1,1,0,1,0,0.04252500000000001
1,1,0,0,1,1,1,0,1,1,0.04259375
1,1,0,0,1,1,1,1,0,0,0.042625
1,1,0,0,1,1,1,1,0,1,0.04265
1,1,0,0,1,1,1,1,1,0,0.04243055555555556
1,1,0,0,1,1,1,1,1,1,0.042624999999999996
1,1,0,1,0,0,0,0,0,0,0.04619444444444445
1,1,0,1,0,0,0,0,0,1,0.046265625
1,1,0,1,0,0,0,0,1,0,0.04595833333333334
1,1,0,1,0,0,0,0,1,1,0.04593055555555556
1,1,0,1,0,0,0,1,0,0,0.04615277777777778
1,1,0,1,0,0,0,1,0,1,0.04609722222222223
1,1,0,1,0,0,0,1,1,0,0.04618055555555556
1,1,0,1,0,0,0,1,1,1,0.046296875
1,1,0,1,0,0,1,0,0,0,0.045875
1,1,0,1,0,0,1,0,0,1,0.045984375
1,1,0,1,0,0,1,0,1,0,0.046109375
1,1,0,1,0,0,1,0,1,1,0.046046875
1,1,0,1,0,0,1,1,0,0,0.04623611111111112
1,1,0,1,0,0,1,1,0,1,0.04623611111111111
1,1,0,1,0,0,1,1,1,0,0.04606249999999999
1,1,0,1,0,0,1,1,1,1,0.046087499999999997
1,1,0,1,0,1,0,0,0,0,0.04611111111111111
1,1,0,1,0,1,0,0,0,1,0.046125
1,1,0,1,0,1,0,0,1,0,0.046171875
1,1,0,1,0,1,0,0,1,1,0.04609722222222222
1,1,0,1,0,1,0,1,0,0,0.04595833333333333
1,1,0,1,0,1,0,1,0,1,0.04601388888888889
1,1,0,1,0,1,0,1,1,0,0.046
1,1,0,1,0,1,0,1,1,1,0.04594444444444444
1,1,0,1,0,1,1,0,0,0,0.04594444444444444
1,1,0,1,0,1,1,0,0,1,0.0459375
1,1,0,1,0,1,1,0,1,0,0.04594444444444444
1,1,0,1,0,1,1,0,1,1,0.046140625
1,1,0,1,0,1,1,1,0,0,0.04606944444444444
1,1,0,1,0,1,1,1,0,1,0.04575
1,1,0,1,0,1,1,1,1,0,0.04615277777777778
1,1,0,1,0,1,1,1,1,1,0.046112499999999994
1,1,0,1,1,0,0,0,0,0,0.041953125
1,1,0,1,1,0,0,0,0,1,0.0418125
1,1,0,1,1,0,0,0,1,0,0.0418
1,1,0,1,1,0,0,0,1,1,0.041850000000000005
1,1,0,1,1,0,0,1,0,0,0.0420375
1,1,0,1,1,0,0,1,0,1,0.04166666666666667
1,1,0,1,1,0,0,1,1,0,0.04170833333333333
1,1,0,1,1,0,0,1,1,1,0.04190277777777778
1,1,0,1,1,0,1,0,0,0,0.04201388888888889
1,1,0,1,1,0,1,0,0,1,0.04179166666666667
1,1,0,1,1,0,1,0,1,0,0.041777777777777775
1,1,0,1,1,0,1,0,1,1,0.04197222222222222
1,1,0,1,1,0,1,1,0,0,0.041859375000000004
1,1,0,1,1,0,1,1,0,1,0.04177777777777778
1,1,0,1,1,0,1,1,1,0,0.04179166666666667
1,1,0,1,1,0,1,1,1,1,0.0418125
1,1,0,1,1,1,0,0,0,0,0.04173611111111111
1,1,0,1,1,1,0,0,0,1,0.04191666666666667
1,1,0,1,1,1,0,0,1,0,0.04188888888888889
1,1,0,1,1,1,0,0,1,1,0.04195833333333334
1,1,0,1,1,1,0,1,0,0,0.041890625
1,1,0,1,1,1,0,1,0,1,0.041796875000000004
1,1,0,1,1,1,0,1,1,0,0.04184375
1,1,0,1,1,1,0,1,1,1,0.041833333333333333
1,1,0,1,1,1,1,0,0,0,0.04198611111111112
1,1,0,1,1,1,1,0,0,1,0.041944444444444444
1,1,0,1,1,1,1,0,1,0,0.04188888888888889
1,1,0,1,1,1,1,0,1,1,0.04198611111111111
1,1,0,1,1,1,1,1,0,0,0.04165277777777778
1,1,0,1,1,1,1,1,0,1,0.04197222222222222
1,1,0,1,1,1,1,1,1,0,0.04205555555555556
1,1,0,1,1,1,1,1,1,1,0.042046875000000004
1,1,1,0,0,0,0,0,0,0,0.04397222222222222
1,1,1,0,0,0,0,0,0,1,0.04408333333333333
1,1,1,0,0,0,0,0,1,0,0.04392499999999999
1,1,1,0,0,0,0,0,1,1,0.04386111111111111
1,1,1,0,0,0,0,1,0,0,0.04420833333333333
1,1,1,0,0,0,0,1,0,1,0.044194444444444446
1,1,1,0,0,0,0,1,1,0,0.043958333333333335
1,1,1,0,0,0,0,1,1,1,0.044111111111111115
1,1,1,0,0,0,1,0,0,0,0.043890624999999996
1,1,1,0,0,0,1,0,0,1,0.0440875
1,1,1,0,0,0,1,0,1,0,0.04401388888888888
1,1,1,0,0,0,1,0,1,1,0.04416666666666666
1,1,1,0,0,0,1,1,0,0,0.043953124999999996
1,1,1,0,0,0,1,1,0,1,0.04429166666666667
1,1,1,0,0,0,1,1,1,0,0.0439375
1,1,1,0,0,0,1,1,1,1,0.04393055555555555
1,1,1,0,0,1,0,0,0,0,0.044321428571428574
1,1,1,0,0,1,0,0,0,1,0.04427777777777778
1,1,1,0,0,1,0,0,1,0,0.044069444444444446
1,1,1,0,0,1,0,0,1,1,0.04423611111111111
1,1,1,0,0,1,0,1,0,0,0.0441875
1,1,1,0,0,1,0,1,0,1,0.04409722222222222
1,1,1,0,0,1,0,1,1,0,0.04415277777777778
1,1,1,0,0,1,0,1,1,1,0.0441875
1,1,1,0,0,1,1,0,0,0,0.044075
1,1,1,0,0,1,1,0,0,1,0.043921875
1,1,1,0,0,1,1,0,1,0,0.04390277777777778
1,1,1,0,0,1,1,0,1,1,0.0441875
1,1,1,0,0,1,1,1,0,0,0.044194444444444446
1,1,1,0,0,1,1,1,0,1,0.043958333333333335
1,1,1,0,0,1,1,1,1,0,0.044171875
1,1,1,0,0,1,1,1,1,1,0.044203124999999996
1,1,1,0,1,0,0,0,0,0,0.042890625
1,1,1,0,1,0,0,0,0,1,0.043027777777777776
1,1,1,0,1,0,0,0,1,0,0.042597222222222224
1,1,1,0,1,0,0,0,1,1,0.042484375000000005
1,1,1,0,1,0,0,1,0,0,0.042777777777777776
1,1,1,0,1,0,0,1,0,1,0.04261111111111112
1,1,1,0,1,0,0,1,1,0,0.04304166666666667
1,1,1,0,1,0,0,1,1,1,0.042875
1,1,1,0,1,0,1,0,0,0,0.042958333333333334
1,1,1,0,1,0,1,0,0,1,0.04275
1,1,1,0,1,0,1,0,1,0,0.042736111111111114
1,1,1,0,1,0,1,0,1,1,0.04286111111111111
1,1,1,0,1,0,1,1,0,0,0.04279166666666667
1,1,1,0,1,0,1,1,0,1,0.043194444444444445
1,1,1,0,1,0,1,1,1,0,0.042515625
1,1,1,0,1,0,1,1,1,1,0.042805555555555555
1,1,1,0,1,1,0,0,0,0,0.042958333333333334
1,1,1,0,1,1,0,0,0,1,0.04288888888888889
1,1,1,0,1,1,0,0,1,0,0.043069444444444445
1,1,1,0,1,1,0,0,1,1,0.042777777777777776
1,1,1,0,1,1,0,1,0,0,0.042819444444444445
1,1,1,0,1,1,0,1,0,1,0.042569444444444444
1,1,1,0,1,1,0,1,1,0,0.0427625
1,1,1,0,1,1,0,1,1,1,0.04303749999999999
1,1,1,0,1,1,1,0,0,0,0.043055555555555555
1,1,1,0,1,1,1,0,0,1,0.04265625000000001
1,1,1,0,1,1,1,0,1,0,0.0428625
1,1,1,0,1,1,1,0,1,1,0.042597222222222224
1,1,1,0,1,1,1,1,0,0,0.042800000000000005
1,1,1,0,1,1,1,1,0,1,0.04276388888888889
1,1,1,0,1,1,1,1,1,0,0.043125
1,1,1,0,1,1,1,1,1,1,0.043175
1,1,1,1,0,0,0,0,0,0,0.04375
1,1,1,1,0,0,0,0,0,1,0.044
1,1,1,1,0,0,0,0,1,0,0.044149999999999995
1,1,1,1,0,0,0,0,1,1,0.0442875
1,1,1,1,0,0,0,1,0,0,0.04401388888888888
1,1,1,1,0,0,0,1,0,1,0.043625
1,1,1,1,0,0,0,1,1,0,0.044194444444444446
1,1,1,1,0,0,0,1,1,1,0.04413888888888889
1,1,1,1,0,0,1,0,0,0,0.04402777777777778
1,1,1,1,0,0,1,0,0,1,0.043625
1,1,1,1,0,0,1,0,1,0,0.044375
1,1,1,1,0,0,1,0,1,1,0.044305555555555556
1,1,1,1,0,0,1,1,0,0,0.043875
1,1,1,1,0,0,1,1,0,1,0.04394444444444444
1,1,1,1,0,0,1,1,1,0,0.043736111111111114
1,1,1,1,0,0,1,1,1,1,0.04381944444444444
1,1,1,1,0,1,0,0,0,0,0.04434375
1,1,1,1,0,1,0,0,0,1,0.04397222222222222
1,1,1,1,0,1,0,0,1,0,0.04420833333333333
1,1,1,1,0,1,0,0,1,1,0.044109375
1,1,1,1,0,1,0,1,0,0,0.044055555555555556
1,1,1,1,0,1,0,1,0,1,0.043736111111111114
1,1,1,1,0,1,0,1,1,0,0.044041666666666666
