,0,1,2,3,4,5,6,7,8,9,0
0,0,0,0,0,0,0,0,0,0,0,0.0011414285714285714
1,1,0,0,0,0,0,0,0,0,0,0.001149142857142857
2,0,1,0,0,0,0,0,0,0,0,0.0014420571428571428
3,1,1,0,0,0,0,0,0,0,0,0.0015885714285714288
4,0,0,1,0,0,0,0,0,0,0,0.0015106285714285715
5,1,0,1,0,0,0,0,0,0,0,0.0012168571428571428
6,0,1,1,0,0,0,0,0,0,0,0.001185142857142857
7,1,1,1,0,0,0,0,0,0,0,0.0012705714285714286
8,0,0,0,1,0,0,0,0,0,0,0.0012642857142857143
9,1,0,0,1,0,0,0,0,0,0,0.0015049142857142858
10,0,1,0,1,0,0,0,0,0,0,0.0012957142857142859
11,1,1,0,1,0,0,0,0,0,0,0.0012597142857142859
12,0,0,1,1,0,0,0,0,0,0,0.0015849142857142858
13,1,0,1,1,0,0,0,0,0,0,0.0015179428571428571
14,0,1,1,1,0,0,0,0,0,0,0.0012068571428571428
15,1,1,1,1,0,0,0,0,0,0,0.0017337142857142857
16,0,0,0,0,1,0,0,0,0,0,0.0013778285714285716
17,1,0,0,0,1,0,0,0,0,0,0.0011945714285714285
18,0,1,0,0,1,0,0,0,0,0,0.0013614285714285714
19,1,1,0,0,1,0,0,0,0,0,0.001267142857142857
20,0,0,1,0,1,0,0,0,0,0,0.001042
21,1,0,1,0,1,0,0,0,0,0,0.0014461714285714286
22,0,1,1,0,1,0,0,0,0,0,0.001174
23,1,1,1,0,1,0,0,0,0,0,0.0011857142857142858
24,0,0,0,1,1,0,0,0,0,0,0.0011508571428571427
25,1,0,0,1,1,0,0,0,0,0,0.0011664000000000002
26,0,1,0,1,1,0,0,0,0,0,0.0012169142857142857
27,1,1,0,1,1,0,0,0,0,0,0.0011185714285714284
28,0,0,1,1,1,0,0,0,0,0,0.001134857142857143
29,1,0,1,1,1,0,0,0,0,0,0.0012314285714285715
30,0,1,1,1,1,0,0,0,0,0,0.0015686857142857146
31,1,1,1,1,1,0,0,0,0,0,0.0013449142857142858
32,0,0,0,0,0,1,0,0,0,0,0.0012197142857142856
33,1,0,0,0,0,1,0,0,0,0,0.001275657142857143
34,0,1,0,0,0,1,0,0,0,0,0.00124
35,1,1,0,0,0,1,0,0,0,0,0.0013717142857142858
36,0,0,1,0,0,1,0,0,0,0,0.0016177142857142857
37,1,0,1,0,0,1,0,0,0,0,0.001509257142857143
38,0,1,1,0,0,1,0,0,0,0,0.0012473142857142856
39,1,1,1,0,0,1,0,0,0,0,0.0018551428571428573
40,0,0,0,1,0,1,0,0,0,0,0.0013162857142857143
41,1,0,0,1,0,1,0,0,0,0,0.001592
42,0,1,0,1,0,1,0,0,0,0,0.0016640000000000001
43,1,1,0,1,0,1,0,0,0,0,0.001445942857142857
44,0,0,1,1,0,1,0,0,0,0,0.0015102857142857144
45,1,0,1,1,0,1,0,0,0,0,0.0014094285714285715
